CA1	
CA2	CA1
CA3	CA2
CA4	CA3
CA5	CA1
CA6	CA5
CA7	CA5
CA8	CA5
CA9	CA8
CA10	CA8
CA11	CA10
CA12	CA11
CA13	CA11
CA14	CA13
CA15	CA14
CA16	CA5
CA17	CA16
CA18	CA17
CA19	CA16
CA20	CA19
CA21	CA20
CA22	CA20
CA23	CA22
CA24	CA20
CA25	CA19
CA26	CA25
CA27	CA26
CA28	CA27
CA29	CA16
CA30	CA29
CA31	CA30
CA32	CA29
CA33	CA29
CA34	CA33
CA35	CA33
CA36	CA35
CA37	CA29
CA38	CA37
CA39	CA38
CA40	CA38
CA41	CA40
CA42	CA41
CA43	CA41
CA44	CA37
CA45	CA44
CA46	CA45
CA47	CA45
CA48	CA47
CA49	CA48
CA50	CA48
CA51	CA37
CA52	CA51
CA53	CA51
CA54	CA53
CA55	CA54
CA56	CA37
CA57	CA56
CA58	CA57
CA59	CA57
CA60	CA59
CA61	CA60
CA62	CA56
CA63	CA56
CA64	CA63
CA65	CA64
CA66	CA65
CA67	CA63
CA68	CA67
CA69	CA68
CA70	CA69
CA71	CA63
CA72	CA71
CA73	CA71
CA74	CA73
CA75	CA74
CA76	CA56
CA77	CA76
CA78	CA77
CA79	CA76
CA80	CA79
CA81	CA79
CA82	CA79
CA83	CA79
CA84	CA79
CA85	CA79
CA86	CA85
CA87	CA85
CA88	CA87
CA89	CA88
CA90	CA89
CA91	CA90
CA92	CA89
CA93	CA85
CA94	CA93
CA95	CA94
CA96	CA76
CA97	CA96
CA98	CA97
CA99	CA96
CA100	CA96
CA101	CA100
CA102	CA101
CA103	CA100
CA104	CA103
CA105	CA96
CA106	CA105
CA107	CA106
CA108	CA107
CA109	CA105
CA110	CA109
CA111	CA110
CA112	CA109
CA113	CA112
CA114	CA113
CA115	CA114
CA116	CA115
CA117	CA116
CA118	CA116
CA119	CA118
CA120	CA113
CA121	CA120
CA122	CA121
CA123	CA121
CA124	CA121
CA125	CA124
CA126	CA125
CA127	CA121
CA128	CA121
CA129	CA128
CA130	CA128
CA131	CA120
CA132	CA120
CA133	CA132
CA134	CA132
CA135	CA132
CA136	CA135
CA137	CA136
CA138	
CA139	CA138
CA140	CA139
CA141	CA139
CA142	CA141
CA143	CA139
CA144	CA143
CA145	CA143
CA146	CA145
CA147	CA146
CA148	CA143
CA149	CA148
CA150	CA148
CA151	CA150
CA152	CA150
CA153	CA152
CA154	CA153
CA155	CA154
CA156	CA155
CA157	CA153
CA158	CA157
CA159	CA150
CA160	CA159
CA161	CA160
CA162	CA159
CA163	CA162
CA164	CA163
CA165	CA162
CA166	CA165
CA167	CA166
CA168	CA165
CA169	CA168
CA170	CA165
CA171	CA170
CA172	CA170
CA173	CA172
CA174	CA173
CA175	CA174
CA176	CA175
CA177	CA176
CA178	CA175
CA179	CA178
CA180	CA174
CA181	CA180
CA182	CA181
CA183	CA180
CA184	CA183
CA185	CA184
CA186	CA183
CA187	CA186
CA188	CA162
CA189	CA188
CA190	CA189
CA191	CA190
CA192	CA188
CA193	CA192
CA194	CA193
CA195	CA194
CA196	CA195
CA197	CA196
CA198	CA197
CA199	CA197
CA200	CA192
CA201	CA200
CA202	CA201
CA203	CA201
CA204	CA200
CA205	CA204
CA206	CA205
CA207	CA206
CA208	CA205
CA209	CA208
CA210	CA208
CA211	CA205
CA212	CA205
CA213	CA204
CA214	CA213
CA215	CA213
CA216	CA215
CA217	CA213
CA218	CA217
CA219	CA217
CA220	CA217
CA221	CA220
CA222	CA221
CA223	CA222
CA224	CA223
CA225	CA221
CA226	CA225
CA227	CA226
CA228	CA220
CA229	CA228
CA230	
CA231	CA230
CA232	CA230
CA233	CA232
CA234	CA233
CA235	CA232
CA236	CA235
CA237	CA236
CA238	CA237
CA239	CA237
CA240	CA237
CA241	CA240
CA242	CA240
CA243	CA235
CA244	CA243
CA245	CA244
CA246	CA245
CA247	CA246
CA248	CA246
CA249	CA248
CA250	CA249
CA251	CA243
CA252	CA251
CA253	CA252
CA254	CA252
CA255	CA254
CA256	CA251
CA257	CA256
CA258	CA257
CA259	CA258
CA260	CA251
CA261	CA260
CA262	CA261
CA263	CA261
CA264	CA263
CA265	CA264
CA266	CA265
CA267	CA265
CA268	CA267
CA269	CA268
CA270	CA269
CA271	CA269
CA272	CA271
CA273	CA272
CA274	CA273
CA275	CA273
CA276	CA271
CA277	CA276
CA278	CA277
CA279	CA277
CA280	CA279
CA281	CA280
CA282	CA279
CA283	CA268
CA284	CA283
CA285	CA284
CA286	CA284
CA287	CA286
CA288	CA283
CA289	CA288
CA290	CA288
CA291	CA290
CA292	CA291
CA293	CA290
CA294	CA293
CA295	CA294
CA296	CA295
CA297	CA296
CA298	CA297
CA299	CA298
CA300	CA299
CA301	CA293
CA302	CA301
CA303	CA302
CA304	CA303
CA305	CA304
CA306	CA301
CA307	CA306
CA308	CA307
CA309	CA308
CA310	CA309
CA311	CA310
CA312	CA307
CA313	CA312
CA314	CA313
CA315	CA313
CA316	CA313
CA317	CA316
CA318	CA316
CA319	CA318
CA320	CA319
CA321	CA306
CA322	CA321
CA323	CA293
CA324	CA323
CA325	CA260
CA326	CA325
CA327	CA326
CA328	CA326
CA329	CA328
CA330	CA329
CA331	CA330
CA332	CA331
CA333	CA325
CA334	CA333
CA335	CA334
CA336	CA333
CA337	CA336
CA338	CA337
CA339	CA337
CA340	
CA341	CA340
CA342	CA341
CA343	CA342
CA344	CA343
CA345	CA343
CA346	CA345
CA347	CA345
CA348	CA347
CA349	CA347
CA350	CA349
CA351	CA350
